,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
2041,Chris Wedge,Ray Romano,John Leguizamo,Denis Leary,Animation Comedy Family Adventure,ice age,Ray Romano John Leguizamo Denis Leary Chris Wedge Animation Comedy Family Adventure
2042,Steven Spielberg,Leonardo DiCaprio,Tom Hanks,Christopher Walken,Drama Crime,catch me if you can,Leonardo DiCaprio Tom Hanks Christopher Walken Steven Spielberg Drama Crime
2043,Sam Raimi,Tobey Maguire,Willem Dafoe,Kirsten Dunst,Fantasy Action,spider-man,Tobey Maguire Willem Dafoe Kirsten Dunst Sam Raimi Fantasy Action
2044,Peter Jackson,Viggo Mortensen,Elijah Wood,Sean Astin,Adventure Fantasy Action,the lord of the rings: the two towers,Viggo Mortensen Elijah Wood Sean Astin Peter Jackson Adventure Fantasy Action
2045,Kelly Asbury,Matt Damon,James Cromwell,Charles Napier,Western Animation Adventure Comedy Family Drama,spirit: stallion of the cimarron,Matt Damon James Cromwell Charles Napier Kelly Asbury Western Animation Adventure Comedy Family Drama
2046,Chris Sanders,Daveigh Chase,Chris Sanders,Tia Carrere,Animation Family,lilo & stitch,Daveigh Chase Chris Sanders Tia Carrere Chris Sanders Animation Family
2047,Raja Gosnell,Freddie Prinze Jr.,Sarah Michelle Gellar,Matthew Lillard,Mystery Adventure Comedy,scooby-doo,Freddie Prinze Jr. Sarah Michelle Gellar Matthew Lillard Raja Gosnell Mystery Adventure Comedy
2048,John Kafka,Jennifer Hale,Rob Paulsen,Corey Burton,Family Animation Romance Fantasy,cinderella ii: dreams come true,Jennifer Hale Rob Paulsen Corey Burton John Kafka Family Animation Romance Fantasy
2049,Roman Polanski,Adrien Brody,Thomas Kretschmann,Frank Finlay,Drama War,the pianist,Adrien Brody Thomas Kretschmann Frank Finlay Roman Polanski Drama War
2050,Owen Hurley,Kelly Sheridan,Anjelica Huston,Cree Summer,Animation Family,barbie as rapunzel,Kelly Sheridan Anjelica Huston Cree Summer Owen Hurley Animation Family
2051,Jim Kammerud,Barry Bostwick,Jason Alexander,Martin Short,Family Adventure Comedy Animation,101 dalmatians ii: patch's london adventure,Barry Bostwick Jason Alexander Martin Short Jim Kammerud Family Adventure Comedy Animation
2052,Ron Clements,Joseph Gordon-Levitt,Brian Murray,Emma Thompson,Adventure Animation Family Fantasy Science Fiction,treasure planet,Joseph Gordon-Levitt Brian Murray Emma Thompson Ron Clements Adventure Animation Family Fantasy Science Fiction
2053,Tom Brady,Rob Schneider,Rachel McAdams,Anna Faris,Comedy Fantasy,the hot chick,Rob Schneider Rachel McAdams Anna Faris Tom Brady Comedy Fantasy
2054,Walter Hill,Wesley Snipes,Ving Rhames,Peter Falk,Drama Crime,undisputed,Wesley Snipes Ving Rhames Peter Falk Walter Hill Drama Crime
2055,Barry Sonnenfeld,Will Smith,Tommy Lee Jones,Lara Flynn Boyle,Action Adventure Comedy Science Fiction,men in black ii,Will Smith Tommy Lee Jones Lara Flynn Boyle Barry Sonnenfeld Action Adventure Comedy Science Fiction
2056,Danny Boyle,Cillian Murphy,Naomie Harris,Brendan Gleeson,Horror Thriller Science Fiction,28 days later,Cillian Murphy Naomie Harris Brendan Gleeson Danny Boyle Horror Thriller Science Fiction
2057,Robert Rodriguez,Alexa PenaVega,Daryl Sabara,Antonio Banderas,Action Adventure Family Comedy Science Fiction,spy kids 2: the island of lost dreams,Alexa PenaVega Daryl Sabara Antonio Banderas Robert Rodriguez Action Adventure Family Comedy Science Fiction
2058,Nick Cassavetes,Denzel Washington,James Woods,Kimberly Elise,Drama Thriller Crime,john q,Denzel Washington James Woods Kimberly Elise Nick Cassavetes Drama Thriller Crime
2059,Guillermo del Toro,Wesley Snipes,Kris Kristofferson,Ron Perlman,Fantasy Horror Action Thriller,blade ii,Wesley Snipes Kris Kristofferson Ron Perlman Guillermo del Toro Fantasy Horror Action Thriller
2060,Gore Verbinski,Johnny Depp,Orlando Bloom,Keira Knightley,Adventure Fantasy Action,pirates of the caribbean: the curse of the black pearl,Johnny Depp Orlando Bloom Keira Knightley Gore Verbinski Adventure Fantasy Action
2061,Andrew Stanton,Albert Brooks,Ellen DeGeneres,Alexander Gould,Animation Family,finding nemo,Albert Brooks Ellen DeGeneres Alexander Gould Andrew Stanton Animation Family
2062,Peter Jackson,Elijah Wood,Sean Astin,Ian McKellen,Adventure Fantasy Action,the lord of the rings: the return of the king,Elijah Wood Sean Astin Ian McKellen Peter Jackson Adventure Fantasy Action
2063,Tom Shadyac,Jim Carrey,Morgan Freeman,Jennifer Aniston,Fantasy Comedy,bruce almighty,Jim Carrey Morgan Freeman Jennifer Aniston Tom Shadyac Fantasy Comedy
2064,Aaron Blaise,Joaquin Phoenix,Jeremy Suarez,Jason Raize,Adventure Animation Family,brother bear,Joaquin Phoenix Jeremy Suarez Jason Raize Aaron Blaise Adventure Animation Family
2065,Lane Shefter Bishop,Mary Carey,Katie Lohmann,Belinda Gavin,Comedy,sexy movie,Mary Carey Katie Lohmann Belinda Gavin Lane Shefter Bishop Comedy
2066,Rob Schmidt,Eliza Dushku,Emmanuelle Chriqui,Lindy Booth,Horror Thriller,wrong turn,Eliza Dushku Emmanuelle Chriqui Lindy Booth Rob Schmidt Horror Thriller
2067,David Zucker,Anna Faris,Simon Rex,Anthony Anderson,Comedy,scary movie 3,Anna Faris Simon Rex Anthony Anderson David Zucker Comedy
2068,Bong Man-dae,Kim Seo-hyung,Kim Sung-su,Seo Beom-Sik,Romance Drama,sweet sex and love,Kim Seo-hyung Kim Sung-su Seo Beom-Sik Bong Man-dae Romance Drama
2069,Antoine Fuqua,Bruce Willis,Monica Bellucci,Cole Hauser,War Action Drama,tears of the sun,Bruce Willis Monica Bellucci Cole Hauser Antoine Fuqua War Action Drama
2070,Victor Salva,Ray Wise,Jonathan Breck,Nicki Aycox,Horror,jeepers creepers 2,Ray Wise Jonathan Breck Nicki Aycox Victor Salva Horror
2071,David R. Ellis,A.J. Cook,Ali Larter,Michael Landes,Horror Mystery,final destination 2,A.J. Cook Ali Larter Michael Landes David R. Ellis Horror Mystery
2072,Michael Bay,Will Smith,Martin Lawrence,Gabrielle Union,Adventure Action Comedy Thriller Crime,bad boys ii,Will Smith Martin Lawrence Gabrielle Union Michael Bay Adventure Action Comedy Thriller Crime
2073,Owen Hurley,Kelly Sheridan,Mark Hildreth,Kelsey Grammer,Animation Family,barbie of swan lake,Kelly Sheridan Mark Hildreth Kelsey Grammer Owen Hurley Animation Family
2074,Bo Welch,Mike Myers,Dakota Fanning,Spencer Breslin,Comedy Adventure Family Fantasy,the cat in the hat,Mike Myers Dakota Fanning Spencer Breslin Bo Welch Comedy Adventure Family Fantasy
2075,Len Wiseman,Kate Beckinsale,Scott Speedman,Michael Sheen,Fantasy Action Thriller,underworld,Kate Beckinsale Scott Speedman Michael Sheen Len Wiseman Fantasy Action Thriller
2076,Quentin Tarantino,Uma Thurman,Lucy Liu,Vivica A. Fox,Action Crime,kill bill: vol. 1,Uma Thurman Lucy Liu Vivica A. Fox Quentin Tarantino Action Crime
2077,Lilly Wachowski,Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss,Adventure Action Thriller Science Fiction,the matrix reloaded,Keanu Reeves Laurence Fishburne Carrie-Anne Moss Lilly Wachowski Adventure Action Thriller Science Fiction
2078,Ronny Yu,Robert Englund,Ken Kirzinger,Monica Keena,Horror,freddy vs. jason,Robert Englund Ken Kirzinger Monica Keena Ronny Yu Horror
2079,Jon Amiel,Aaron Eckhart,Hilary Swank,Delroy Lindo,Action Thriller Adventure Science Fiction,the core,Aaron Eckhart Hilary Swank Delroy Lindo Jon Amiel Action Thriller Adventure Science Fiction
2080,Alfonso Cuarón,Daniel Radcliffe,Rupert Grint,Emma Watson,Adventure Fantasy,harry potter and the prisoner of azkaban,Daniel Radcliffe Rupert Grint Emma Watson Alfonso Cuarón Adventure Fantasy
2081,Andrew Adamson,Mike Myers,Eddie Murphy,Cameron Diaz,Animation Family Comedy Fantasy Adventure Romance,shrek 2,Mike Myers Eddie Murphy Cameron Diaz Andrew Adamson Animation Family Comedy Fantasy Adventure Romance
2082,Mel Gibson,Jim Caviezel,Maia Morgenstern,Christo Jivkov,Drama,the passion of the christ,Jim Caviezel Maia Morgenstern Christo Jivkov Mel Gibson Drama
2083,Hayao Miyazaki,Chieko Baisho,Takuya Kimura,Akihiro Miwa,Fantasy Animation Adventure,howl's moving castle,Chieko Baisho Takuya Kimura Akihiro Miwa Hayao Miyazaki Fantasy Animation Adventure
2084,Mark Waters,Lindsay Lohan,Rachel McAdams,Lacey Chabert,Comedy,mean girls,Lindsay Lohan Rachel McAdams Lacey Chabert Mark Waters Comedy
2085,Keenen Ivory Wayans,Shawn Wayans,Marlon Wayans,Jaime King,Comedy Crime,white chicks,Shawn Wayans Marlon Wayans Jaime King Keenen Ivory Wayans Comedy Crime
2086,Brad Bird,Craig T. Nelson,Holly Hunter,Sarah Vowell,Action Adventure Animation Family,the incredibles,Craig T. Nelson Holly Hunter Sarah Vowell Brad Bird Action Adventure Animation Family
2087,Mark Osborne,Tom Kenny,Bill Fagerbakke,Mr. Lawrence,Family Animation Comedy Fantasy Adventure Action,the spongebob squarepants movie,Tom Kenny Bill Fagerbakke Mr. Lawrence Mark Osborne Family Animation Comedy Fantasy Adventure Action
2088,Nick Cassavetes,Rachel McAdams,Ryan Gosling,Gena Rowlands,Romance Drama,the notebook,Rachel McAdams Ryan Gosling Gena Rowlands Nick Cassavetes Romance Drama
2089,Peter Hewitt,Bill Murray,Breckin Meyer,Jennifer Love Hewitt,Animation Comedy Family,garfield,Bill Murray Breckin Meyer Jennifer Love Hewitt Peter Hewitt Animation Comedy Family
2090,Shigeyasu Yamauchi,Toru Furuya,Hirotaka Suzuoki,Koichi Hashimoto,Animation Fantasy,saint seiya heaven chapter: overture,Toru Furuya Hirotaka Suzuoki Koichi Hashimoto Shigeyasu Yamauchi Animation Fantasy
2091,Wolfgang Petersen,Brad Pitt,Orlando Bloom,Eric Bana,Adventure History War Action,troy,Brad Pitt Orlando Bloom Eric Bana Wolfgang Petersen Adventure History War Action
2092,Bradley Raymond,Nathan Lane,Ernie Sabella,Julie Kavner,Family Animation Comedy Action,the lion king 1½,Nathan Lane Ernie Sabella Julie Kavner Bradley Raymond Family Animation Comedy Action
2093,Darrell Rooney,Ming-Na Wen,BD Wong,Mark Moseley,Animation Comedy Family Action,mulan ii,Ming-Na Wen BD Wong Mark Moseley Darrell Rooney Animation Comedy Family Action
2094,Steven Spielberg,Tom Hanks,Catherine Zeta-Jones,Stanley Tucci,Comedy Drama,the terminal,Tom Hanks Catherine Zeta-Jones Stanley Tucci Steven Spielberg Comedy Drama
2095,Michel Gondry,Jim Carrey,Kate Winslet,Kirsten Dunst,Science Fiction Drama Romance,eternal sunshine of the spotless mind,Jim Carrey Kate Winslet Kirsten Dunst Michel Gondry Science Fiction Drama Romance
2096,William Lau,Kelly Sheridan,Melissa Lyons,Julie Stevens,Animation Family Comedy,barbie as the princess & the pauper,Kelly Sheridan Melissa Lyons Julie Stevens William Lau Animation Family Comedy
2097,Don Mancini,Brad Dourif,Jennifer Tilly,Billy Boyd,Comedy Horror Thriller,seed of chucky,Brad Dourif Jennifer Tilly Billy Boyd Don Mancini Comedy Horror Thriller
2098,Vicky Jenson,Will Smith,Robert De Niro,Renée Zellweger,Animation Action Comedy Family,shark tale,Will Smith Robert De Niro Renée Zellweger Vicky Jenson Animation Action Comedy Family
2099,Zack Snyder,Sarah Polley,Ving Rhames,Ty Burrell,Horror Action,dawn of the dead,Sarah Polley Ving Rhames Ty Burrell Zack Snyder Horror Action
2100,Andrew Adamson,Georgie Henley,Skandar Keynes,William Moseley,Adventure Family Fantasy,"the chronicles of narnia: the lion, the witch and the wardrobe",Georgie Henley Skandar Keynes William Moseley Andrew Adamson Adventure Family Fantasy
2101,Mike Newell,Daniel Radcliffe,Rupert Grint,Emma Watson,Adventure Fantasy Family,harry potter and the goblet of fire,Daniel Radcliffe Rupert Grint Emma Watson Mike Newell Adventure Fantasy Family
2102,Tim Burton,Johnny Depp,Freddie Highmore,David Kelly,Adventure Comedy Family Fantasy,charlie and the chocolate factory,Johnny Depp Freddie Highmore David Kelly Tim Burton Adventure Comedy Family Fantasy
2103,Francis Lawrence,Keanu Reeves,Rachel Weisz,Shia LaBeouf,Fantasy Action Horror,constantine,Keanu Reeves Rachel Weisz Shia LaBeouf Francis Lawrence Fantasy Action Horror
2104,Tim Burton,Johnny Depp,Helena Bonham Carter,Emily Watson,Romance Fantasy Animation,corpse bride,Johnny Depp Helena Bonham Carter Emily Watson Tim Burton Romance Fantasy Animation
2105,Eric Darnell,Ben Stiller,Chris Rock,David Schwimmer,Family Animation Adventure Comedy,madagascar,Ben Stiller Chris Rock David Schwimmer Eric Darnell Family Animation Adventure Comedy
2106,Gerry Lively,Bruce Payne,Mark Dymond,Clemency Burton-Hill,Action Adventure Fantasy,dungeons & dragons: wrath of the dragon god,Bruce Payne Mark Dymond Clemency Burton-Hill Gerry Lively Action Adventure Fantasy
2107,Joe Wright,Keira Knightley,Matthew Macfadyen,Brenda Blethyn,Drama Romance,pride & prejudice,Keira Knightley Matthew Macfadyen Brenda Blethyn Joe Wright Drama Romance
2108,Steven Spielberg,Tom Cruise,Dakota Fanning,Justin Chatwin,Adventure Thriller Science Fiction,war of the worlds,Tom Cruise Dakota Fanning Justin Chatwin Steven Spielberg Adventure Thriller Science Fiction
2109,Christopher Nolan,Christian Bale,Michael Caine,Liam Neeson,Action Crime Drama,batman begins,Christian Bale Michael Caine Liam Neeson Christopher Nolan Action Crime Drama
2110,Luca Guadagnino,María Valverde,Letizia Ciampa,Primo Reggiani,Drama,melissa p.,María Valverde Letizia Ciampa Primo Reggiani Luca Guadagnino Drama
2111,Bill Kopp,Charlie Adler,Jeff Bennett,John DiMaggio,Family Animation Comedy Action Adventure,tom and jerry: the fast and the furry,Charlie Adler Jeff Bennett John DiMaggio Bill Kopp Family Animation Comedy Action Adventure
2112,Peter Jackson,Naomi Watts,Jack Black,Adrien Brody,Adventure Drama Action,king kong,Naomi Watts Jack Black Adrien Brody Peter Jackson Adventure Drama Action
2113,Prachya Pinkaew,Tony Jaa,Petchtai Wongkamlao,Bongkoj Khongmalai,Action Crime Drama Thriller,the protector,Tony Jaa Petchtai Wongkamlao Bongkoj Khongmalai Prachya Pinkaew Action Crime Drama Thriller
2114,Darren Lynn Bousman,Tobin Bell,Donnie Wahlberg,Shawnee Smith,Horror,saw ii,Tobin Bell Donnie Wahlberg Shawnee Smith Darren Lynn Bousman Horror
2115,Thomas Carter,Samuel L. Jackson,Rob Brown,Robert Ri'chard,Drama History,coach carter,Samuel L. Jackson Rob Brown Robert Ri'chard Thomas Carter Drama History
2116,Peter Segal,Adam Sandler,Chris Rock,James Cromwell,Comedy,the longest yard,Adam Sandler Chris Rock James Cromwell Peter Segal Comedy
2117,Mike Mitchell,Michael Angarano,Mary Elizabeth Winstead,Kurt Russell,Adventure Comedy Family,sky high,Michael Angarano Mary Elizabeth Winstead Kurt Russell Mike Mitchell Adventure Comedy Family
2118,Wes Craven,Rachel McAdams,Cillian Murphy,Brian Cox,Thriller Mystery,red eye,Rachel McAdams Cillian Murphy Brian Cox Wes Craven Thriller Mystery
2119,Scott Derrickson,Laura Linney,Tom Wilkinson,Campbell Scott,Crime Drama Horror Thriller,the exorcism of emily rose,Laura Linney Tom Wilkinson Campbell Scott Scott Derrickson Crime Drama Horror Thriller
2120,Gore Verbinski,Johnny Depp,Orlando Bloom,Keira Knightley,Adventure Fantasy Action,pirates of the caribbean: dead man's chest,Johnny Depp Orlando Bloom Keira Knightley Gore Verbinski Adventure Fantasy Action
2121,Carlos Saldanha,Ray Romano,John Leguizamo,Denis Leary,Animation Family Comedy Adventure,ice age: the meltdown,Ray Romano John Leguizamo Denis Leary Carlos Saldanha Animation Family Comedy Adventure
2122,John Lasseter,Owen Wilson,Larry the Cable Guy,Bonnie Hunt,Animation Adventure Comedy Family,cars,Owen Wilson Larry the Cable Guy Bonnie Hunt John Lasseter Animation Adventure Comedy Family
2123,Mel Gibson,Rudy Youngblood,Raoul Max Trujillo,Gerardo Taracena,Action Drama History,apocalypto,Rudy Youngblood Raoul Max Trujillo Gerardo Taracena Mel Gibson Action Drama History
2124,David Zucker,Anna Faris,Regina Hall,Craig Bierko,Comedy,scary movie 4,Anna Faris Regina Hall Craig Bierko David Zucker Comedy
2125,Tom Tykwer,Ben Whishaw,Alan Rickman,Rachel Hurd-Wood,Crime Fantasy Drama,perfume: the story of a murderer,Ben Whishaw Alan Rickman Rachel Hurd-Wood Tom Tykwer Crime Fantasy Drama
2126,Liz Friedlander,Antonio Banderas,Rob Brown,Yaya DaCosta,Comedy Music Drama,take the lead,Antonio Banderas Rob Brown Yaya DaCosta Liz Friedlander Comedy Music Drama
2127,Masashi Yamamoto,Sora Aoi,Shou Nishino,Keita Ôno,Drama Romance Thriller,"man, woman & the wall",Sora Aoi Shou Nishino Keita Ôno Masashi Yamamoto Drama Romance Thriller
2128,Sylvester Stallone,Sylvester Stallone,Burt Young,Antonio Tarver,Drama,rocky balboa,Sylvester Stallone Burt Young Antonio Tarver Sylvester Stallone Drama
2129,Isaac Florentine,Michael Jai White,Scott Adkins,Ben Cross,Action Crime Thriller,undisputed ii: last man standing,Michael Jai White Scott Adkins Ben Cross Isaac Florentine Action Crime Thriller
2130,Alex Kendrick,Alex Kendrick,Shannen Fields,Bill Butler,Drama,facing the giants,Alex Kendrick Shannen Fields Bill Butler Alex Kendrick Drama
2131,Martin Campbell,Daniel Craig,Eva Green,Mads Mikkelsen,Adventure Action Thriller,casino royale,Daniel Craig Eva Green Mads Mikkelsen Martin Campbell Adventure Action Thriller
2132,Greg Richardson,Kelly Sheridan,Catherine O'Hara,Christopher Gaze,Animation Family,barbie in the 12 dancing princesses,Kelly Sheridan Catherine O'Hara Christopher Gaze Greg Richardson Animation Family
2133,George Miller,Elijah Wood,Robin Williams,Brittany Murphy,Animation Comedy Family,happy feet,Elijah Wood Robin Williams Brittany Murphy George Miller Animation Comedy Family
2134,David Frankel,Anne Hathaway,Meryl Streep,Emily Blunt,Comedy Drama Romance,the devil wears prada,Anne Hathaway Meryl Streep Emily Blunt David Frankel Comedy Drama Romance
2135,J.J. Abrams,Tom Cruise,Philip Seymour Hoffman,Ving Rhames,Adventure Action Thriller,mission: impossible iii,Tom Cruise Philip Seymour Hoffman Ving Rhames J.J. Abrams Adventure Action Thriller
2136,Barry Sonnenfeld,Robin Williams,Cheryl Hines,JoJo,Family Comedy,rv,Robin Williams Cheryl Hines JoJo Barry Sonnenfeld Family Comedy
2137,Gabriele Muccino,Will Smith,Jaden Smith,Thandiwe Newton,Drama,the pursuit of happyness,Will Smith Jaden Smith Thandiwe Newton Gabriele Muccino Drama
2138,Ben Gluck,Patrick Dempsey,Mandy Moore,Jeremy Suarez,Adventure Animation Family,brother bear 2,Patrick Dempsey Mandy Moore Jeremy Suarez Ben Gluck Adventure Animation Family
2139,Harold Hayes Jr.,Peter Cullen,Frank Welker,Mark Ryan,Animation Action Thriller Science Fiction,transformers: beginnings,Peter Cullen Frank Welker Mark Ryan Harold Hayes Jr. Animation Action Thriller Science Fiction
2140,David Yates,Daniel Radcliffe,Rupert Grint,Emma Watson,Adventure Fantasy Mystery,harry potter and the order of the phoenix,Daniel Radcliffe Rupert Grint Emma Watson David Yates Adventure Fantasy Mystery
2141,Brad Bird,Patton Oswalt,Ian Holm,Lou Romano,Animation Comedy Family Fantasy,ratatouille,Patton Oswalt Ian Holm Lou Romano Brad Bird Animation Comedy Family Fantasy
2142,Gore Verbinski,Johnny Depp,Orlando Bloom,Keira Knightley,Adventure Fantasy Action,pirates of the caribbean: at world's end,Johnny Depp Orlando Bloom Keira Knightley Gore Verbinski Adventure Fantasy Action
2143,Chris Miller,Mike Myers,Eddie Murphy,Cameron Diaz,Fantasy Adventure Animation Comedy Family,shrek the third,Mike Myers Eddie Murphy Cameron Diaz Chris Miller Fantasy Adventure Animation Comedy Family
2144,Hajime Kamegaki,Junko Takeuchi,Chie Nakamura,Yōichi Masukawa,Animation Action Fantasy,naruto shippuden the movie,Junko Takeuchi Chie Nakamura Yōichi Masukawa Hajime Kamegaki Animation Action Fantasy
2145,Gábor Csupó,Josh Hutcherson,AnnaSophia Robb,Robert Patrick,Adventure Drama Family,bridge to terabithia,Josh Hutcherson AnnaSophia Robb Robert Patrick Gábor Csupó Adventure Drama Family
2146,David Silverman,Dan Castellaneta,Julie Kavner,Nancy Cartwright,Animation Comedy Family,the simpsons movie,Dan Castellaneta Julie Kavner Nancy Cartwright David Silverman Animation Comedy Family
2147,Greg Mottola,Jonah Hill,Michael Cera,Christopher Mintz-Plasse,Comedy,superbad,Jonah Hill Michael Cera Christopher Mintz-Plasse Greg Mottola Comedy
2148,Sam Raimi,Tobey Maguire,Kirsten Dunst,James Franco,Fantasy Action Adventure,spider-man 3,Tobey Maguire Kirsten Dunst James Franco Sam Raimi Fantasy Action Adventure
2149,Joe Lynch,Erica Leerhsen,Henry Rollins,Aleksa Palladino,Horror Thriller,wrong turn 2: dead end,Erica Leerhsen Henry Rollins Aleksa Palladino Joe Lynch Horror Thriller
2150,Brett Ratner,Jackie Chan,Chris Tucker,Hiroyuki Sanada,Action Comedy Crime,rush hour 3,Jackie Chan Chris Tucker Hiroyuki Sanada Brett Ratner Action Comedy Crime
2151,Zack Snyder,Gerard Butler,Lena Headey,Dominic West,Action Adventure War,300,Gerard Butler Lena Headey Dominic West Zack Snyder Action Adventure War
2152,Mark Steven Johnson,Nicolas Cage,Eva Mendes,Sam Elliott,Thriller Action Fantasy,ghost rider,Nicolas Cage Eva Mendes Sam Elliott Mark Steven Johnson Thriller Action Fantasy
2153,Francis Lawrence,Will Smith,Alice Braga,Charlie Tahan,Drama Science Fiction Thriller,i am legend,Will Smith Alice Braga Charlie Tahan Francis Lawrence Drama Science Fiction Thriller
2154,Antoine Fuqua,Mark Wahlberg,Michael Peña,Danny Glover,Action Drama Mystery Thriller Crime,shooter,Mark Wahlberg Michael Peña Danny Glover Antoine Fuqua Action Drama Mystery Thriller Crime
2155,Tim Hill,Jason Lee,David Cross,Cameron Richardson,Comedy Family Fantasy Animation,alvin and the chipmunks,Jason Lee David Cross Cameron Richardson Tim Hill Comedy Family Fantasy Animation
2156,Andrew Waller,John White,Steve Talley,Jake Siegel,Comedy,american pie presents: beta house,John White Steve Talley Jake Siegel Andrew Waller Comedy
2157,Colin Strause,Steven Pasquale,Reiko Aylesworth,John Ortiz,Fantasy Action Science Fiction Thriller Horror,aliens vs predator: requiem,Steven Pasquale Reiko Aylesworth John Ortiz Colin Strause Fantasy Action Science Fiction Thriller Horror
2158,Stephen J. Anderson,Jordan Fry,Wesley Singerman,Matthew Josten,Animation Comedy Family,meet the robinsons,Jordan Fry Wesley Singerman Matthew Josten Stephen J. Anderson Animation Comedy Family
2159,Brian Robbins,Eddie Murphy,Thandiwe Newton,Terry Crews,Comedy,norbit,Eddie Murphy Thandiwe Newton Terry Crews Brian Robbins Comedy
2160,Jon Favreau,Robert Downey Jr.,Terrence Howard,Jeff Bridges,Action Science Fiction Adventure,iron man,Robert Downey Jr. Terrence Howard Jeff Bridges Jon Favreau Action Science Fiction Adventure
2161,Catherine Hardwicke,Kristen Stewart,Robert Pattinson,Billy Burke,Fantasy Drama Romance,twilight,Kristen Stewart Robert Pattinson Billy Burke Catherine Hardwicke Fantasy Drama Romance
2162,Mark Osborne,Jack Black,Dustin Hoffman,Angelina Jolie,Action Adventure Animation Family Comedy,kung fu panda,Jack Black Dustin Hoffman Angelina Jolie Mark Osborne Action Adventure Animation Family Comedy
2163,Christopher Nolan,Christian Bale,Heath Ledger,Michael Caine,Drama Action Crime Thriller,the dark knight,Christian Bale Heath Ledger Michael Caine Christopher Nolan Drama Action Crime Thriller
2164,Sylvester Stallone,Sylvester Stallone,Julie Benz,Matthew Marsden,Action Thriller,rambo,Sylvester Stallone Julie Benz Matthew Marsden Sylvester Stallone Action Thriller
2165,Andrew Stanton,Ben Burtt,Elissa Knight,Jeff Garlin,Animation Family Science Fiction,wall·e,Ben Burtt Elissa Knight Jeff Garlin Andrew Stanton Animation Family Science Fiction
2166,Hayao Miyazaki,Yuria Kozuki,Hiroki Doi,George Tokoro,Animation Fantasy Family,ponyo,Yuria Kozuki Hiroki Doi George Tokoro Hayao Miyazaki Animation Fantasy Family
2167,Eric Darnell,Ben Stiller,Chris Rock,David Schwimmer,Family Adventure Animation Comedy,madagascar: escape 2 africa,Ben Stiller Chris Rock David Schwimmer Eric Darnell Family Adventure Animation Comedy
2168,Pierre Morel,Liam Neeson,Maggie Grace,Leland Orser,Action Thriller,taken,Liam Neeson Maggie Grace Leland Orser Pierre Morel Action Thriller
2169,Mark Herman,Asa Butterfield,Jack Scanlon,Vera Farmiga,War Drama History,the boy in the striped pyjamas,Asa Butterfield Jack Scanlon Vera Farmiga Mark Herman War Drama History
2170,Peter Berg,Will Smith,Charlize Theron,Jason Bateman,Fantasy Action,hancock,Will Smith Charlize Theron Jason Bateman Peter Berg Fantasy Action
2171,Andrew Adamson,Georgie Henley,Skandar Keynes,William Moseley,Adventure Family Fantasy,the chronicles of narnia: prince caspian,Georgie Henley Skandar Keynes William Moseley Andrew Adamson Adventure Family Fantasy
2172,Louis Leterrier,Edward Norton,Liv Tyler,Tim Roth,Science Fiction Action Adventure,the incredible hulk,Edward Norton Liv Tyler Tim Roth Louis Leterrier Science Fiction Action Adventure
2173,Eric Brevig,Brendan Fraser,Josh Hutcherson,Anita Briem,Action Science Fiction Adventure Comedy Family,journey to the center of the earth,Brendan Fraser Josh Hutcherson Anita Briem Eric Brevig Action Science Fiction Adventure Comedy Family
2174,Hajime Kamegaki,Junko Takeuchi,Noriaki Sugiyama,Chie Nakamura,Fantasy Animation Action,naruto shippuden the movie: bonds,Junko Takeuchi Noriaki Sugiyama Chie Nakamura Hajime Kamegaki Fantasy Animation Action
2175,Michael Patrick King,Sarah Jessica Parker,Kim Cattrall,Kristin Davis,Comedy Drama Romance,sex and the city,Sarah Jessica Parker Kim Cattrall Kristin Davis Michael Patrick King Comedy Drama Romance
2176,Rob Cohen,Brendan Fraser,Jet Li,Maria Bello,Adventure Action Fantasy,the mummy: tomb of the dragon emperor,Brendan Fraser Jet Li Maria Bello Rob Cohen Adventure Action Fantasy
2177,Bradley Raymond,Mae Whitman,Kristin Chenoweth,Raven-Symoné,Animation Family Adventure Fantasy,tinker bell,Mae Whitman Kristin Chenoweth Raven-Symoné Bradley Raymond Animation Family Adventure Fantasy
2178,Alex Kendrick,Kirk Cameron,Erin Bethea,Ken Bevel,Drama Romance,fireproof,Kirk Cameron Erin Bethea Ken Bevel Alex Kendrick Drama Romance
2179,Kevin Smith,Seth Rogen,Elizabeth Banks,Craig Robinson,Comedy,zack and miri make a porno,Seth Rogen Elizabeth Banks Craig Robinson Kevin Smith Comedy
2180,Chin Man-Kei,Wai Kin Lam,Serina Hayakawa,Kaera Uehara,Comedy Drama Romance,the forbidden legend: sex & chopsticks 2,Wai Kin Lam Serina Hayakawa Kaera Uehara Chin Man-Kei Comedy Drama Romance
2181,James Cameron,Sam Worthington,Zoe Saldaña,Sigourney Weaver,Action Adventure Fantasy Science Fiction,avatar,Sam Worthington Zoe Saldaña Sigourney Weaver James Cameron Action Adventure Fantasy Science Fiction
2182,David Yates,Daniel Radcliffe,Rupert Grint,Emma Watson,Adventure Fantasy,harry potter and the half-blood prince,Daniel Radcliffe Rupert Grint Emma Watson David Yates Adventure Fantasy
2183,Henry Selick,Dakota Fanning,Teri Hatcher,Keith David,Animation Family Fantasy,coraline,Dakota Fanning Teri Hatcher Keith David Henry Selick Animation Family Fantasy
